timestamp,ax,ay,az
2026-01-28 16:40:47,1.26,-0.244,-10.439
2026-01-28 16:40:47,1.277,-0.3,-10.442
2026-01-28 16:40:47,1.353,-0.312,-10.403
2026-01-28 16:40:47,1.453,-0.195,-10.442
2026-01-28 16:40:47,1.179,-0.254,-10.488
2026-01-28 16:40:47,1.233,-0.273,-10.378
2026-01-28 16:40:47,1.401,-0.317,-10.398
2026-01-28 16:40:47,1.37,-0.288,-10.403
2026-01-28 16:40:47,1.292,-0.295,-10.4
2026-01-28 16:40:47,1.27,-0.342,-10.403
2026-01-28 16:40:47,1.201,-0.281,-10.334
2026-01-28 16:40:47,1.428,-0.161,-10.364
2026-01-28 16:40:47,1.528,-0.173,-10.376
2026-01-28 16:40:47,1.394,-0.212,-10.4
2026-01-28 16:40:47,1.23,-0.244,-10.415
2026-01-28 16:40:47,1.338,-0.242,-10.398
2026-01-28 16:40:48,1.382,-0.229,-10.469
2026-01-28 16:40:48,1.226,-0.278,-10.391
2026-01-28 16:40:48,1.418,-0.286,-10.398
2026-01-28 16:40:48,1.204,-0.303,-10.508
2026-01-28 16:40:48,1.426,-0.261,-10.291
2026-01-28 16:40:48,1.233,-0.276,-10.439
2026-01-28 16:40:48,1.313,-0.234,-10.339
2026-01-28 16:40:48,1.404,-0.171,-10.437
2026-01-28 16:40:48,1.392,-0.193,-10.391
2026-01-28 16:40:48,1.423,-0.186,-10.305
2026-01-28 16:40:48,1.306,-0.22,-10.466
2026-01-28 16:40:48,1.45,-0.222,-10.464
2026-01-28 16:40:48,1.428,-0.244,-10.347
2026-01-28 16:40:48,1.316,-0.325,-10.315
2026-01-28 16:40:48,1.311,-0.33,-10.459
2026-01-28 16:40:48,1.282,-0.352,-10.317
2026-01-28 16:40:48,1.399,-0.288,-10.474
2026-01-28 16:40:48,1.389,-0.249,-10.337
2026-01-28 16:40:48,1.406,-0.273,-10.479
2026-01-28 16:40:48,1.331,-0.225,-10.334
2026-01-28 16:40:48,1.436,-0.217,-10.471
2026-01-28 16:40:48,1.465,-0.188,-10.464
2026-01-28 16:40:48,1.37,-0.225,-10.425
2026-01-28 16:40:48,1.235,-0.217,-10.393
2026-01-28 16:40:48,1.304,-0.256,-10.43
2026-01-28 16:40:48,1.379,-0.298,-10.376
2026-01-28 16:40:48,1.396,-0.232,-10.391
2026-01-28 16:40:48,1.428,-0.239,-10.447
2026-01-28 16:40:48,1.257,-0.232,-10.344
2026-01-28 16:40:48,1.389,-0.266,-10.374
2026-01-28 16:40:48,1.199,-0.278,-10.393
2026-01-28 16:40:48,1.235,-0.32,-10.422
2026-01-28 16:40:48,1.26,-0.254,-10.383
2026-01-28 16:40:48,1.299,-0.273,-10.356
2026-01-28 16:40:48,1.382,-0.242,-10.388
2026-01-28 16:40:48,1.365,-0.249,-10.417
2026-01-28 16:40:48,1.333,-0.249,-10.557
2026-01-28 16:40:48,1.311,-0.237,-10.417
2026-01-28 16:40:48,1.313,-0.291,-10.469
2026-01-28 16:40:48,1.274,-0.217,-10.513
2026-01-28 16:40:48,1.243,-0.322,-10.432
